,tags
629,"{'opening_hours': 'Mo-Fr 07:00-15:00', 'cuisine': 'sandwich', 'website': 'http://www.smokehousesandwich.ca', 'phone': '+1-604-620-0766'}"
632,"{'brand:wikidata': 'Q7914085', 'opening_hours': 'Tu-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:30-15:00', 'official_name': 'Vancouver City Savings Credit Union', 'brand': 'Vancity', 'brand:wikipedia': 'en:Vancity'}"
634,"{'addr:housenumber': '2899', 'website': 'http://kerrisdaledentist.com', 'opening_hours': 'Mo-Tu 09:00-18:00; We 08:00-20:00; Th 10:00-20:00; Fr 08:00-16:00; Sa,Su,PH off', 'addr:street': 'West 41st Avenue', 'healthcare': 'dentist', 'addr:city': 'Vancouver'}"
636,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'website': 'https://www.timhortons.com/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '5055', 'phone': '+1-604-433-3354', 'smoking': 'no', 'opening_hours': '24/7', 'addr:street': 'Joyce Street', 'brand': 'Tim Hortons'}"
637,"{'opening_hours': 'Mo-Fr 08:00-18:00; Sa-Su 09:00-18:00', 'addr:housenumber': '3498', 'addr:street': 'W Broadway'}"
638,{}
639,{'opening_hours': '24/7'}
642,{}
647,"{'wikipedia:en': 'Lord Tweedsmuir Secondary School', 'addr:street': '180 Street', 'wikidata': 'Q14874671'}"
650,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
657,"{'addr:housenumber': '1172', 'addr:street': 'Alberni Street', 'phone': '+1-604-682-8833'}"
658,"{'cuisine': 'thai', 'addr:housenumber': '1152', 'addr:street': 'Alberni Street', 'addr:city': 'Vancouver'}"
659,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '1150', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
660,"{'addr:housenumber': '1158', 'addr:street': 'Alberni Street'}"
661,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1162', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'Subway'}"
662,"{'cuisine': 'asian', 'addr:housenumber': '1133', 'addr:street': 'Robson Street'}"
663,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'yes', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}"
665,{}
675,"{'ref': '0050', 'capacity': '22', 'network': 'Mobi'}"
688,"{'ref': '0057', 'capacity': '26', 'network': 'Mobi'}"
689,"{'ref': '0007', 'capacity': '16', 'network': 'Mobi'}"
690,"{'ref': '0066', 'capacity': '28', 'network': 'Mobi'}"
692,"{'ref': '0026', 'capacity': '20', 'network': 'Mobi'}"
695,"{'ref': '0058', 'capacity': '18', 'network': 'Mobi'}"
698,"{'ref': '0064', 'capacity': '16', 'network': 'Mobi'}"
699,"{'ref': '0082', 'capacity': '14', 'network': 'Mobi'}"
700,"{'ref': '0078', 'capacity': '30', 'network': 'Mobi'}"
701,"{'opening_hours': 'Mo-Th 17:00-23:30; Fr 17:00-00:30; Sa 10:00-14:45,17:00-00:30; Su 10:00-14:45,17:00-23:30', 'addr:housenumber': '157', 'website': 'http://www.alibi.ca/', 'addr:street': 'Alexander Street'}"
702,"{'addr:housenumber': '467', 'opening_hours': 'Mo-Su 00:00-24:00', 'cuisine': 'burger', 'outdoor_seating': 'no', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Y 1R4', 'addr:city': 'Vancouver'}"
703,"{'opening_hours': 'Mo 09:30-17:00; Tu-Fr 09:30-19:00; Sa 09:30-15:00', 'addr:housenumber': '445', 'addr:street': 'West Broadway', 'atm': 'yes', 'addr:postcode': 'V5Y 1R4'}"
704,"{'opening_hours': 'Mo-Su 07:00-19:00', 'cuisine': 'coffee_shop', 'addr:housenumber': '590', 'addr:street': 'West Broadway', 'source': 'http://www.elysiancoffee.com/'}"
705,"{'brand:wikidata': 'Q37158', 'wheelchair': 'limited', 'addr:housenumber': '8002', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Granville Street', 'takeaway': 'yes', 'brand': 'Starbucks'}"
706,"{'denomination': 'mennonite', 'religion': 'christian'}"
707,"{'brand:wikidata': 'Q37158', 'addr:housenumber': '6400', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Nancy Greene Way', 'takeaway': 'yes', 'brand': 'Starbucks'}"
708,"{'cuisine': 'pastry', 'smoking': 'no'}"
709,"{'phone': '+1-604-273-0373', 'level': '0', 'opening_hours': '11:00-20:00', 'cuisine': 'chinese', 'addr:unit': '135', 'name:zh': '保羅美食'}"
710,"{'alt_name': 'FuKuRoKu Express', 'website': 'http://www.eatalot.ca', 'phone': '+1-604-279-0922', 'level': '0', 'opening_hours': '08:00-23:00', 'cuisine': 'sushi', 'addr:unit': '155'}"
712,"{'addr:housenumber': '200', 'website': 'https://www.cineplex.com/Theatre/cineplex-cinemas-esplanade', 'addr:street': 'West Esplanade', 'is_in:city': 'North Vancouver', 'addr:postcode': 'V7M 1A4', 'operator': 'Cineplex'}"
716,"{'alt_name': ""Lully's Mobile Food Experience"", 'website': 'https://m.facebook.com/Lullys-Mobile-Food-Experience-869975846380585', 'phone': '+1-250-384-0403', 'description': 'Montreal Old Fashioned Smoked Meat', 'cuisine': 'sandwich', 'url': 'http://lullys.ca'}"
717,"{'alt_name': 'Garden Park Pharmacy 2', 'website': 'https://www.guardian-pharmacy.ca/web/guardian/microsite/-/storesite/563933', 'ref': '563933', 'phone': '+1-604-776-3377', 'level': '0', 'opening_hours': 'Mo-Fr 09:30-17:00; Sa-Su off', 'brand': 'Guardian', 'addr:unit': '103', 'url': 'https://www.guardian-pharmacy.ca'}"
722,"{'addr:housenumber': '2270', 'website': 'http://cabrito.ca', 'phone': '+1-604-620-7636', 'addr:street': 'Commercial Drive', 'addr:postcode': 'V5N 4B5', 'addr:city': 'Vancouver'}"
728,"{'name:fr': 'ILAC', 'addr:housenumber': '1188', 'name:en': 'ILAC'}"
731,"{'name:en': 'Empower Physiotherapy Clinic', 'addr:street': 'Chatham Street', 'healthcare': 'physiotherapist'}"
736,"{'addr:housenumber': '1116', 'website': 'http://spicy6.com', 'phone': '+1-604-336-7999', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'indian', 'addr:street': 'Robson Street', 'fax': '+1-604-336-7997', 'addr:postcode': 'V6E 1B2', 'email': 'eat@spicy6.com', 'addr:city': 'Vancouver'}"
738,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '15161', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Highway 10', 'takeaway': 'yes', 'brand': 'Starbucks'}"
739,"{'addr:housenumber': '4020', 'website': 'http://daddysdelightkabobs.com', 'phone': '+1-604-207-9091', 'addr:street': 'No 5 Rd #110', 'category': 'Persian Restaurant', 'addr:postcode': 'V6X 2V1', 'addr:city': 'Richmond'}"
740,"{'wheelchair': 'yes', 'currency:USD': 'yes', 'website': 'https://www.vbce.ca/', 'currency:CAD': 'yes', 'currency:MXN': 'yes', 'currency:DKK': 'yes', 'currency:CHF': 'yes', 'currency:EUR': 'yes', 'currency:RUB': 'yes', 'currency:others': 'yes', 'currency:HUF': 'yes', 'addr:unit': '118', 'operator': 'Mo-Fr 09:00-17:00,Sa 10:00-16:00, Su off', 'addr:housenumber': '6061', 'currency:GBP': 'yes', 'currency:JPY': 'yes', 'phone': '+1-604-248-0777', 'currency:PLN': 'yes', 'currency:AUD': 'yes', 'currency:THB': 'yes', 'short_name': 'VBCE', 'addr:street': 'Number 3 Road'}"
741,"{'opening_hours': '24/7', 'addr:housenumber': '19218', 'addr:street': '96 Avenue', 'internet_access': 'wlan'}"
744,{'name:en': 'Waka Sushi'}
745,"{'brand:wikidata': 'Q38076', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'North Road', 'takeaway': 'yes', 'brand': ""McDonald's""}"
746,{'name:en': 'Chevron Truck Stop'}
747,"{'name:en': ""Triple-O's""}"
750,"{'opening_hours': 'Mo-Fr 06:00-18:30; Sa,Su 06:30-18:30', 'addr:housenumber': '4010', 'name:en': 'Caffe Artigiano', 'addr:street': 'Main Street'}"
751,"{'addr:housenumber': '3916', 'name:en': 'French Table Bistro', 'addr:street': 'Main Street'}"
753,{'name:en': 'Golden Garden Vietnamese Cuisine'}
754,"{'addr:province': 'BC', 'addr:housenumber': '3950', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
755,{'name:en': 'Virtuous Pie'}
756,"{'name:en': 'Corning Drugs', 'healthcare': 'pharmacy'}"
757,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}"
758,"{'name:en': 'Pharmatrust Pharmacy', 'healthcare': 'pharmacy'}"
759,{'name:en': 'Tim Hortons'}
760,"{'addr:housenumber': '4433', 'name:en': 'East is East', 'addr:street': 'Main Street'}"
761,{'name:en': 'Blenz'}
762,"{'name:en': 'Lo Cost Western Pharmacy', 'healthcare': 'pharmacy'}"
763,"{'ref': '0125', 'capacity': '18', 'network': 'Mobi'}"
764,"{'addr:housenumber': '7900', 'addr:street': 'Westminster Highway'}"
766,"{'addr:housenumber': '1542', 'addr:street': 'Robson Street'}"
767,{}
768,"{'addr:province': 'BC', 'addr:housenumber': '386', 'payment:credit_cards': 'yes', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'cuisine': 'bubble_tea', 'name:en': 'Gong Cha', 'addr:street': 'Robson Street', 'payment:debit_cards': 'yes', 'addr:city': 'Vancouver'}"
780,"{'ref': '0150', 'capacity': '20', 'network': 'Mobi'}"
781,"{'addr:housenumber': '1226-8338', 'website': 'https://www.thecaptainsboil.com/', 'phone': '+1-604-279-0158', 'opening_hours': 'Su-Th 23:00-12:00; Fr-Sa 23:00-13:00', 'cuisine': 'seafood', 'addr:street': 'Capstan Way', 'addr:postcode': 'V6X 4B5', 'addr:city': 'Richmond'}"
782,"{'opening_hours': 'Mo-Su 05:00-13:00', 'cuisine': 'japanese', 'addr:housenumber': '#1028-8300', 'name:en': 'Kyabia'}"
783,"{'addr:housenumber': '915', 'website': 'http://www.pizzeriafarina.com', 'phone': '+1-604-681-9334', 'opening_hours': 'Mo-Su 17:00-22:00', 'cuisine': 'pizza', 'name:en': 'Pizza Farina', 'addr:street': 'Main Street'}"
784,"{'cuisine': 'burger;ice_cream', 'website': 'newwestpcr.ca'}"
787,"{'opening_hours': 'PH,Su 11:00-17:00; Mo-We,Sa 09:30-17:30; Th,Fr 09:30-21:00', 'addr:unit': '24A'}"
788,"{'addr:housenumber': '1375', 'website': 'http://vancouverkaidesushi.com', 'phone': '+1-604-681-5886', 'opening_hours': 'Tu-Th 11:30-21:00; Sa 17:00-22:00; Fr 11:30-22:00', 'cuisine': 'sushi', 'name:en': 'Kaide Sushi Bar', 'addr:street': 'Richards Street', 'addr:postcode': 'V6Z 2X6', 'addr:city': 'Vancouver'}"
789,"{'ref': '0112', 'capacity': '30', 'network': 'Mobi'}"
790,"{'ref': '0130', 'capacity': '20', 'network': 'Mobi'}"
791,"{'ref': '0166', 'capacity': '14', 'network': 'Mobi'}"
801,"{'cuisine': 'italian', 'alt_name': 'BiBo Pizzeria', 'addr:unit': '67c'}"
802,"{'website': 'https://www.caffeartigiano.com', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'opening_hours': 'Mo-Sa 09:00-21:00; Su,PH 09:00-19:00', 'outdoor_seating': 'yes', 'addr:unit': '82'}"
803,"{'cuisine': 'hot_dog', 'addr:unit': '64'}"
804,"{'cuisine': 'japanese', 'alt_name': 'Ryuu Japanese Kitchen', 'addr:unit': '64a'}"
805,"{'cuisine': 'chinese', 'addr:unit': '67a'}"
808,"{'addr:housenumber': '836', 'addr:street': 'Denman Street', 'addr:city': 'Vancouver'}"
809,"{'cuisine': 'greek', 'addr:housenumber': '8140'}"
810,"{'addr:housenumber': '3420', 'website': 'https://kisamostaverna.com/', 'phone': '+1-604-277-5626', 'opening_hours': 'Mo-Fr 11:30-21:00; Sa 11:00-21:30; Su 12:30-21:30', 'cuisine': 'greek', 'addr:street': 'Moncton Street', 'addr:city': 'Richmond'}"
811,"{'cuisine': 'vietnamese', 'addr:housenumber': '6950', 'addr:street': 'No. 3 Road'}"
814,"{'tourism': 'viewpoint', 'layer': '1'}"
823,"{'brand:wikidata': 'Q666694', 'website': 'https://locations.cibc.com/bc/abbotsford/53044', 'ref': '53044', 'phone': '+1-604-851-3300', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'opening_hours': 'Mo-Tu 09:30-17:00; We-Fr 09:30-19:00; Sa 09:00-16:00; Su off', 'atm': 'yes', 'brand': 'CIBC', 'addr:unit': '100'}"
824,"{'entrance': 'yes', 'addr:unit': '130', 'healthcare': 'clinic'}"
826,"{'website': 'http://allankardec.ca/', 'short_name': 'AKVS', 'level': '1', 'denomination': 'spiritist', 'religion': 'christian'}"
827,"{'website': 'http://www.alohacanada.ca/british-columbia/weve-moved-new-location-33222-old-yale-road-abbotsford-bc', 'phone': '+1-604-746-6677', 'level': '1', 'url': 'http://aloha-canada.com'}"
832,"{'addr:housenumber': '2783', 'phone': '+1-604-251-6340', 'cuisine': 'vietnamese', 'addr:street': 'East Hastings Street', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
833,"{'delivery': 'yes', 'addr:housenumber': '1386', 'drive_through': 'no', 'opening_hours': 'Su-Th 11:00-00:00; Fr,Sa 11:00-01:00; PH 11:00-00:00', 'cuisine': 'pizza', 'addr:street': 'Nanaimo Street', 'addr:city': 'Vancouver'}"
834,"{'owner': 'Kent Hodgson', 'addr:housenumber': '708', 'website': 'http://royalcitydrugs.com', 'phone': '+1-604-525-9607', 'addr:street': 'Sixth St', 'fax': '+1-604-520-1857', 'addr:postcode': 'V3L 3C5', 'email': 'rcdrugs@shaw.ca', 'healthcare': 'pharmacy', 'addr:city': 'New Westminster'}"
835,"{'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}"
836,{'name:en': 'Truck Wash & DAI Scale'}
837,{'name:en': 'Ocean Park Pizza & Steakhouse'}
838,{'name:en': 'Walnut Grove Pub & Liqour Store'}
839,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '20522', 'brand:wikipedia': 'en:Chevron Corporation', 'name:en': 'Chevron', 'addr:street': '88 Avenue', 'brand': 'Chevron'}"
841,"{'addr:province': 'BC', 'addr:housenumber': '5300', 'cuisine': 'asian', 'addr:street': 'Number 3 Road', 'addr:unit': '322', 'addr:city': 'Richmond'}"
842,"{'cuisine': 'chinese', 'addr:housenumber': '#323 5300', 'addr:street': 'Number 3 Road', 'addr:city': 'Richmond'}"
843,{}
844,{'cuisine': 'japanese'}
851,{'cuisine': 'vietnamese'}
852,{'cuisine': 'korean'}
853,"{'addr:housenumber': '403', 'cuisine': 'japanese;korean;sushi', 'addr:street': 'North Road', 'addr:postcode': 'V3K 3V9', 'addr:unit': '205', 'addr:city': 'Coquitlam'}"
854,"{'cuisine': 'pub', 'addr:housenumber': '345', 'addr:street': 'North Road', 'addr:postcode': 'V3K 3V8', 'addr:city': 'Coquitlam'}"
855,"{'level': '0', 'addr:housenumber': '116-2800'}"
856,"{'opening_hours': 'Tu-Sa 11:30-21:00; Su 12:00-21:00', 'phone': '+16016200200', 'level': '0'}"
857,"{'level': '0', 'addr:housenumber': '106-2800'}"
866,"{'addr:housenumber': '3600 Suite 390', 'addr:street': 'Lysander Lane', 'phone': '+1-604-270-1370'}"
869,"{'addr:housenumber': '15', 'payment:credit_cards': 'yes', 'smoking': 'no', 'cuisine': 'taco;mexican', 'outdoor_seating': 'yes', 'addr:street': 'West Cordova Street', 'payment:debit_cards': 'yes', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
878,{}
882,"{'addr:housenumber': '117', 'internet_access': 'wlan', 'phone': '+1-778-379-2588', 'opening_hours': 'Mo-Fr 11:30-00:00; Sa 12:00-00:00', 'cuisine': 'japanese;sushi', 'outdoor_seating': 'no', 'addr:street': 'West Pender Street', 'addr:postcode': 'V6B 1S5', 'takeaway': 'yes', 'email': 'miraisushi117@gmail.com'}"
885,"{'ref': '0044', 'capacity': '14', 'network': 'Mobi'}"
891,"{'ref': '0069', 'capacity': '24', 'network': 'Mobi'}"
892,"{'ref': '0133', 'capacity': '14', 'network': 'Mobi'}"
893,"{'ref': '0174', 'capacity': '32', 'network': 'Mobi'}"
898,"{'ref': '0134', 'capacity': '16', 'network': 'Mobi'}"
900,"{'ref': '0173', 'capacity': '16', 'network': 'Mobi'}"
901,"{'cuisine': 'japanese;sushi', 'phone': '+1-604-821-9932', 'addr:postcode': 'V7B 1Y7'}"
902,"{'brand:wikidata': 'Q7371139', 'cuisine': 'pizza', 'name:en': 'Round Table Pizza', 'brand': 'Round Table Pizza', 'brand:wikipedia': 'en:Round Table Pizza'}"
903,"{'brand:wikidata': 'Q894578', 'addr:housenumber': '20090', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'name:en': 'Boston Pizza', 'addr:street': '91A Avenue', 'brand': 'Boston Pizza'}"
904,"{'name:en': 'Pharmasave', 'healthcare': 'pharmacy'}"
905,"{'brand:wikidata': 'Q7673972', 'brand:wikipedia': 'en:Taco del Mar', 'cuisine': 'mexican', 'name:en': 'Taco Del Mar', 'takeaway': 'yes', 'brand': 'Taco Del Mar'}"
906,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '20159', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'name:en': 'Pizza Hut', 'addr:street': '88 Avenue', 'brand': 'Pizza Hut'}"
907,"{'brand:wikidata': 'Q17022490', 'official_name': ""Montana's BBQ & Bar"", 'addr:housenumber': '20090', 'brand:wikipedia': ""en:Montana's BBQ & Bar"", 'cuisine': 'barbecue', 'name:en': ""Montana's"", 'addr:street': '91A Avenue', 'brand': ""Montana's""}"
908,"{'addr:province': 'BC', 'website': 'www.thebarleymerchant.com', 'microbrewery': 'yes', 'air_conditioning': 'yes', 'cuisine': 'burger;sandwich;pizza;regional', 'addr:postcode': 'V1M3Y9', 'takeaway': 'yes', 'addr:unit': '101', 'addr:city': 'Langley', 'addr:housenumber': '20090', 'bar': 'yes', 'brewery': 'yes', 'name:en': 'The Barley Merchant', 'outdoor_seating': 'yes', 'addr:street': '91A Avenue'}"
909,"{'addr:housenumber': '3416', 'website': 'https://www.facebook.com/GreenLeafSushi/?ref=page_internal', 'phone': '+1-604-568-9406', 'addr:street': 'West Broadway', 'addr:postcode': 'V6R 2B3', 'addr:city': 'Vancouver'}"
910,"{'ref': '0002', 'capacity': '46', 'network': 'Mobi'}"
911,"{'ref': '0089', 'capacity': '24', 'network': 'Mobi'}"
912,"{'ref': '0037', 'capacity': '18', 'network': 'Mobi'}"
913,"{'ref': '0088', 'capacity': '20', 'network': 'Mobi'}"
926,"{'ref': '0129', 'capacity': '26', 'network': 'Mobi'}"
940,"{'ref': '0039', 'fee': 'yes', 'capacity': '15', 'network': 'Mobi'}"
941,"{'ref': '0005', 'capacity': '26', 'network': 'Mobi'}"
951,"{'ref': '0048', 'capacity': '12', 'network': 'Mobi'}"
963,"{'addr:housenumber': '3003', 'website': 'http://www.namoosushi.com', 'phone': '+1-604-949-1017', 'opening_hours': 'Mo-Th 11:30-15:00,16:30-20:30; Fr-Sa 11:30-15:00,16:30-21:30', 'cuisine': 'sushi', 'addr:street': 'Saint Johns Street', 'addr:unit': '101'}"
980,"{'addr:housenumber': '7- 101', 'addr:street': 'Morrissey Road'}"
981,"{'ref': '0047', 'capacity': '14', 'network': 'Mobi'}"
982,"{'ref': '0028', 'capacity': '30', 'network': 'Mobi'}"
983,"{'ref': '0036', 'capacity': '26', 'network': 'Mobi'}"
984,"{'ref': '0031', 'capacity': '26', 'network': 'Mobi'}"
985,"{'ref': '0032', 'capacity': '18', 'network': 'Mobi'}"
991,"{'brand:wikidata': 'Q2372909', 'cuisine': 'chicken', 'name:en': 'Swiss Chalet', 'brand': 'Swiss Chalet', 'brand:wikipedia': 'en:Swiss Chalet'}"
992,"{'brand:wikidata': 'Q735261', 'official_name': 'Royal Bank of Canada', 'name:en': 'RBC', 'brand': 'RBC', 'brand:wikipedia': 'en:Royal Bank of Canada'}"
993,"{'brand:wikidata': 'Q65148332', 'cuisine': 'mexican', 'name:en': 'Mucho Burrito', 'takeaway': 'yes', 'brand': 'Mucho Burrito'}"
994,"{'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'name:en': ""McDonald's"", 'takeaway': 'yes', 'brand': ""McDonald's""}"
995,"{'addr:housenumber': '1125', 'addr:street': 'Nicola Avenue', 'addr:unit': '111', 'addr:city': 'Port Coquitlam'}"
996,"{'brand:wikidata': 'Q1820137', 'brand': 'Shoppers Drug Mart', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'operator': 'Loblaw Companies Limited', 'healthcare': 'pharmacy'}"
997,"{'addr:province': 'BC', 'addr:housenumber': '2160', 'phone': '+1-604-944-8880', 'cuisine': 'vietnamese', 'name:en': 'Pho 51', 'addr:street': 'Hawkins Street', 'addr:postcode': 'V3B 0G0', 'addr:city': 'Port Coquitlam'}"
998,"{'brand:wikidata': 'Q1131810', 'official_name': 'Five Guys Burgers and Fries', 'phone': '+1-604-472-9700', 'brand:wikipedia': 'en:Five Guys', 'cuisine': 'burger', 'name:en': 'Five Guys', 'takeaway': 'yes', 'brand': 'Five Guys'}"
999,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}"
1000,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}"
1001,"{'cuisine': 'vietnamese', 'name:en': 'Pho Toan Thang'}"
1002,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'name:en': 'Tim Hortons', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
1009,{'social_facility': 'group_home'}
1014,"{'website': 'https://www.langleysushimori.com/', 'air_conditioning': 'yes', 'cuisine': 'japanese', 'takeaway': 'yes', 'addr:unit': '160', 'addr:city': 'Langley', 'addr:housenumber': '19653', 'phone': '+1-604-510-1538', 'smoking': 'no', 'opening_hours': 'Su-We 11:30-22:30; Th-Sa 11:30-23:00', 'outdoor_seating': 'no', 'addr:street': 'Willowbrook Drive'}"
